topicid,word,count
0,the,0.0188142197238392
0,to,0.0159316383296254
0,i,0.0154625213924048
0,and,0.0152059601169555
0,a,0.0126763588884277
0,in,0.0120363259325465
0,of,0.0101328003225797
0,for,0.00925779902394154
0,at,0.00901177196536256
0,but,0.00897164423791429
0,it,0.00859576725587805
0,have,0.00810649390807161
0,is,0.00793085410990019
0,up,0.00700980378697927
0,not,0.00699827418664256
0,or,0.00695599656538713
0,you,0.00671779767204056
0,with,0.00650992373743457
0,that,0.00608392763741584
0,on,0.00567213619479885
1,the,0.0225257786444374
1,to,0.0190973428953524
1,i,0.0176682472808219
1,and,0.0162153548926368
1,a,0.0161024940831268
1,have,0.0122351253346086
1,jack,0.0115456183295075
1,be,0.0112585166456039
1,that,0.0112559782658805
1,in,0.0103316538429459
1,car,0.0102239984539998
1,for,0.0101903485934005
1,of,0.00996832016299141
1,my,0.00982603597116339
1,one,0.00966367656005335
1,it,0.00917117391915504
1,is,0.00848619085168717
1,on,0.00835834650790375
1,up,0.00824661972062986
1,but,0.00700802637209927
2,the,0.0218238115497175
2,jack,0.0186729510142328
2,it,0.0177858956563833
2,you,0.0171421053543436
2,to,0.0166537345690074
2,if,0.0149065171990968
2,i,0.0142028144718327
2,do,0.0139587427221207
2,of,0.0136628415184468
2,a,0.0126420868826272
2,and,0.0126217440361216
2,up,0.0124566122379234
2,car,0.0116950855097548
2,with,0.010922837147165
2,on,0.00956882683032338
2,or,0.00860554211984474
2,also,0.00831583197393201
2,sure,0.00818028763903473
2,that,0.00814435774244919
2,get,0.0081296116241868
3,the,0.0230572163795634
3,a,0.0171981203372341
3,with,0.0143660849853651
3,and,0.0141572736640816
3,i,0.0134713869182794
3,it,0.0115107727511689
3,car,0.0110855993153167
3,to,0.00944856125494389
3,jack,0.00935549980066052
3,is,0.00923761542047256
3,or,0.00809069073342009
3,if,0.00795685662664393
3,on,0.00770394099550283
3,of,0.00703424878255856
3,have,0.00665079157086236
3,up,0.00647195405789745
3,that,0.00597947993007822
3,in,0.00596526845607183
3,just,0.00594477811753062
3,down,0.00592217931477985
4,the,0.0250486682966453
4,a,0.0203788190084352
4,it,0.017639395988826
4,and,0.0175232902778889
4,2,0.0173876183730831
4,to,0.0173517207077045
4,jack,0.0162345613794017
4,car,0.0143495328913959
4,you,0.0136836455882674
4,is,0.0135332005667568
4,on,0.0129223024129427
4,4t,0.0117792642661995
4,can,0.0116983825307892
4,up,0.0113443888738736
4,v70,0.0108047565723306
4,that,0.0102052277113622
4,i,0.00933159805779589
4,of,0.00928342806459366
4,put,0.0084742147446032
4,stands,0.00806038082347561
