topicid,word,count
0,i,0.0242467709548646
0,the,0.022966623852188
0,to,0.0226839508440935
0,a,0.018995070156052
0,and,0.0186867451369606
0,it,0.0171563031436218
0,for,0.0115262750458529
0,s80,0.0106398473717501
0,have,0.0105922752206194
0,my,0.0102845055168651
0,you,0.00960997120894089
0,volvo,0.00885731297612443
0,but,0.00883651251207548
0,that,0.0088266277317761
0,is,0.0083773329884715
0,what,0.0076805839730419
0,do,0.00749814627079075
0,dealer,0.00731652718562884
0,if,0.00727569878187759
0,not,0.00713457585753328
1,the,0.0359311633835803
1,seat,0.026001902813371
1,to,0.0203592765647245
1,and,0.0184015251863896
1,it,0.0148417271348506
1,i,0.0128860386369067
1,is,0.0126544019818674
1,in,0.0123190213553612
1,a,0.0122381231571063
1,on,0.0119392469528456
1,you,0.0110624582624953
1,back,0.010605383299236
1,of,0.00900122004923273
1,that,0.00844976424845739
1,side,0.00758250644931186
1,not,0.00734065373028733
1,out,0.00732081129440659
1,have,0.00724148508379389
1,up,0.00667759608437434
1,when,0.0064630271767812
2,the,0.0365041765352959
2,belt,0.0324599891929614
2,it,0.022072953036677
2,to,0.0204654861552644
2,timing,0.0189941871873702
2,i,0.0177646633616906
2,and,0.0163385582773143
2,a,0.0159386568613149
2,is,0.014855530400351
2,you,0.0124364327801896
2,have,0.0118092804341189
2,be,0.0107440620015226
2,if,0.0106105322486042
2,on,0.0102179044833073
2,of,0.0101887754225499
2,that,0.00983978358509173
2,at,0.00828200943052078
2,would,0.00741593978484988
2,for,0.00710117831546942
2,not,0.00703505135101232
