topicid,word,count
0,the,0.0226270384195505
0,i,0.0186661480948407
0,and,0.0172038996389797
0,to,0.0166836243623391
0,a,0.0154334175425301
0,on,0.0139191970216779
0,it,0.01376933888727
0,srs,0.0136982339565337
0,light,0.0128951030496638
0,my,0.0104906964134989
0,for,0.00995663860810169
0,is,0.00939236939536147
0,that,0.00871019946811973
0,have,0.00849836419507409
0,service,0.0082696996617437
0,this,0.00770583287614869
0,airbag,0.00733190267679615
0,with,0.00716434943791986
0,was,0.00712354514578929
0,reset,0.00670003766885629
1,the,0.0283396365513734
1,it,0.0203497243129325
1,a,0.0200219043661023
1,is,0.0178412342487487
1,i,0.0174893117879607
1,and,0.0156414683946569
1,for,0.0150848377027437
1,to,0.0148449946380116
1,on,0.0145168401972021
1,that,0.013427128156585
1,of,0.010316794925176
1,have,0.00936188917013259
1,what,0.00927526509009159
1,in,0.00923830621154605
1,with,0.00915738130685981
1,you,0.008334888638627
1,srs,0.00785645578255466
1,can,0.00771752427245042
1,if,0.00758813650337388
1,codes,0.00709376008025813
2,the,0.0375556370240649
2,to,0.0202888041029799
2,air,0.0189539331434222
2,is,0.0178998803597009
2,a,0.0141606822207295
2,it,0.0139430950388729
2,you,0.0137906044649083
2,be,0.0132294254443203
2,sensor,0.0127131137323977
2,i,0.0123833254863859
2,and,0.0122848859657848
2,in,0.0109545668860776
2,of,0.00863554573992048
2,on,0.00862697601874889
2,that,0.0080894519558259
2,if,0.00795679232994581
2,are,0.00740312780120988
2,have,0.00733409152722249
2,not,0.00719997803041905
2,for,0.00667108092111754
