topicid,word,count
0,the,0.0493052935176741
0,and,0.00833604253565963
0,is,0.00661981154960657
0,it,0.00587933271513494
0,a,0.00464197803737727
0,with,0.00456761867367832
0,that,0.00455097572016644
0,up,0.00433629983070152
0,on,0.00426650909819111
0,to,0.00422318176820087
0,for,0.00417697658179124
0,was,0.00390329228397664
0,or,0.00369901096039601
0,if,0.00304146066138735
0,are,0.00278646900395535
0,but,0.00274584272521945
0,do,0.00265173646348255
0,would,0.00259483698375334
0,be,0.00252315978093453
0,way,0.00250806359530424
1,the,0.0486526433100244
1,s80,0.0131514372497903
1,i,0.0102971210064581
1,have,0.00893869083145202
1,see,0.00601788101900201
1,a,0.00599003589859194
1,you,0.00587621884421246
1,on,0.00531318622890109
1,be,0.00524046588795456
1,of,0.00498873437772722
1,for,0.00481351980053083
1,is,0.0040919456248525
1,window,0.00364429894342998
1,if,0.00363587235576815
1,just,0.00359107172003636
1,up,0.00311486502813192
1,when,0.0029160323513451
1,but,0.00280906619790583
1,it,0.00276444958547763
1,my,0.00263966560618187
2,to,0.0175306516981019
2,i,0.0127105692243041
2,a,0.0101102240062412
2,you,0.00745673167980614
2,and,0.00743724156142448
2,is,0.00743376880975656
2,in,0.00662261103863143
2,if,0.00566820392996737
2,that,0.00548938824953579
2,not,0.00489651809531723
2,but,0.00447772656361644
2,see,0.00422209179223938
2,they,0.00387358268689987
2,at,0.00355743687298197
2,with,0.003485119189025
2,valve,0.00321767179036399
2,your,0.00303739284942173
2,them,0.00302005884098648
2,my,0.00299559452715064
2,the,0.00291672970003106
3,the,0.0397463425482314
3,it,0.0165534083030164
3,i,0.0133466097560562
3,a,0.0109134611689214
3,and,0.0100067096232278
3,have,0.00948492946524258
3,is,0.00766931845579514
3,you,0.00763689323568151
3,to,0.00737125627834565
3,on,0.00663895864317071
3,can,0.00497394077665611
3,window,0.00443431427238921
3,be,0.00374198847160511
3,if,0.00348341695419947
3,core,0.00340083276464865
3,heater,0.00323125465848526
3,they,0.00319394639910903
3,do,0.00298520252300626
3,in,0.00297142369580637
3,sunroof,0.00291068033415082
4,to,0.0225198266528303
4,is,0.00925123493753366
4,in,0.00510968232401834
4,the,0.00506957182335546
4,on,0.00473716219531078
4,glass,0.00443741782560156
4,you,0.00413602035255111
4,of,0.00412563243912073
4,or,0.00389065561003044
4,there,0.00385244874375438
4,have,0.00382372685239145
4,window,0.00371749417654483
4,that,0.00369400496578646
4,heater,0.0036327718261867
4,be,0.00362141850897936
4,it,0.00344484497827998
4,can,0.00328158551883122
4,up,0.00304268704541788
4,my,0.00298428575703894
4,they,0.0028569878417826
5,the,0.0224485801963782
5,it,0.0196983631953831
5,and,0.0165674510459159
5,i,0.0137964318406936
5,a,0.0128627331579006
5,to,0.0123965476717105
5,of,0.0055735979807277
5,on,0.00550523734586768
5,this,0.0040515926750052
5,not,0.00362349737247744
5,is,0.00357360881786439
5,but,0.00345635258915678
5,up,0.0032685049103461
5,do,0.00320615947689492
5,from,0.00309545634832054
5,my,0.00298178910326368
5,sunroof,0.00287566681247195
5,with,0.00262555315782307
5,your,0.00249478660165222
5,are,0.00242735617128511
6,it,0.0119798822412188
6,you,0.00695744087270565
6,the,0.00658237673456542
6,just,0.00539904499094901
6,for,0.00469180161637393
6,not,0.00415334256828027
6,have,0.00414547911491208
6,does,0.003924378341201
6,in,0.00390194767027717
6,i,0.00380303850614639
6,of,0.00346595020005316
6,2,0.00340632004346006
6,an,0.00298042874753589
6,4i,0.00297847681007463
6,your,0.00291636873800786
6,there,0.00259249266981491
6,is,0.00257076351258726
6,up,0.00250116511529806
6,or,0.00198562969618161
6,one,0.00198488358309139
