topicid,word,count
0,the,0.0337453734135416
0,i,0.0291737312844273
0,a,0.0212907120122945
0,and,0.0150395303604834
0,is,0.0150075754952011
0,s80,0.014668866455281
0,on,0.0145508795840908
0,it,0.0141356626237659
0,car,0.0136998603191214
0,of,0.0131079460087406
0,have,0.0120555284066719
0,that,0.0101983446883648
0,to,0.0101219098059548
0,used,0.00982503797609338
0,model,0.00852649896461662
0,my,0.00835651737759949
0,was,0.00826871818383329
0,in,0.00757764513906469
0,or,0.007574028237576
0,be,0.00698627298660562
1,the,0.0350282257813596
1,is,0.0203672107252596
1,it,0.0180726637537147
1,to,0.0178167773647034
1,of,0.0174197107700312
1,a,0.0167268990040913
1,and,0.0158806575658165
1,on,0.0147671592773568
1,in,0.0129082777709566
1,that,0.0113696898765445
1,one,0.0101452915847688
1,screws,0.00971170212722754
1,out,0.00898512638192695
1,just,0.0086697347378156
1,remove,0.00836974680044473
1,you,0.00793135035055426
1,there,0.00784866779243899
1,are,0.00779156063699863
1,bottom,0.00683156151488342
1,but,0.00666368542032357
2,the,0.0292064725048115
2,to,0.0253844891798737
2,i,0.0209829164366413
2,and,0.0165303176996791
2,it,0.0150087989868414
2,in,0.0119147837930015
2,car,0.0116973370678991
2,of,0.0105903524239308
2,one,0.0102220633207161
2,on,0.00974235854818531
2,then,0.00867115400358221
2,a,0.00845536996339775
2,first,0.00773134788360765
2,my,0.00761847691880406
2,is,0.00745095133575255
2,with,0.00725497540693379
2,this,0.00721777035224907
2,not,0.00683516597390236
2,have,0.00666381170650687
2,but,0.00657482017683568
3,the,0.0293979299879766
3,you,0.0214977315070674
3,to,0.0199626951014874
3,i,0.0185169897260895
3,if,0.0178498207320643
3,and,0.0158353507396903
3,it,0.0153293075062508
3,is,0.0153237441695593
3,for,0.0144893923002404
3,a,0.0139049208742732
3,car,0.0138391195829761
3,can,0.0124489585480773
3,get,0.0117097338789273
3,of,0.0105072018355763
3,have,0.0101987098956912
3,they,0.0084412707109222
3,your,0.00828684684273669
3,know,0.00813366899487585
3,use,0.0080412582463128
3,what,0.00803953804270516
4,it,0.0305512352513139
4,the,0.0286070148519556
4,to,0.0266322092721343
4,i,0.0216494998574903
4,is,0.0148216323994556
4,that,0.0127793117362121
4,but,0.0126491042354109
4,and,0.0121947554116594
4,on,0.011734557521458
4,a,0.0116471816963942
4,be,0.0101473543807696
4,not,0.0100902808674533
4,out,0.0100116939423621
4,get,0.00919333693862114
4,have,0.00885419353931366
4,some,0.00858635007606744
4,just,0.0085357798132298
4,you,0.00844199135418935
4,one,0.00779625986706997
4,in,0.00772441791235048
