topicid,word,count
0,etm,0.0382762819564022
0,the,0.0358250786207783
0,a,0.017049995358168
0,is,0.0164278778244717
0,it,0.0162558097813843
0,to,0.0146246123074302
0,and,0.0134706455482929
0,have,0.0131847090611158
0,be,0.0126651830787955
0,i,0.0117398908873012
0,you,0.0117386045277691
0,software,0.0103438632471801
0,for,0.00945163610769977
0,on,0.00910757101805196
0,that,0.00876355826274655
0,in,0.0086660097464302
0,if,0.00809275609484666
0,has,0.00725372226744585
0,had,0.0072360196762237
0,throttle,0.00698722910554555
1,the,0.0284588105385669
1,to,0.0207683177303002
1,and,0.0185728414526091
1,i,0.0178273340389768
1,it,0.0159762774228039
1,a,0.0141038953454004
1,is,0.0132580550504337
1,off,0.0111522886304767
1,on,0.00948816157800631
1,when,0.00895192225975418
1,my,0.00877429124328689
1,car,0.00841885173505539
1,s80,0.00805871160978665
1,in,0.00733485077916418
1,this,0.00723148069304515
1,so,0.00714702855856401
1,of,0.00706636652330252
1,with,0.00679451061177546
1,volvo,0.00640407531710368
1,have,0.00633917968613155
2,the,0.0202294950416957
2,i,0.0195320434064351
2,and,0.0187761472563177
2,a,0.0169182845577849
2,to,0.0137047826660662
2,it,0.0131865030564932
2,is,0.0115854869179149
2,on,0.00993024002862353
2,car,0.00977756056937421
2,but,0.00915616365312973
2,speed,0.00914536091242512
2,that,0.0087210803044584
2,of,0.00853744266157263
2,etm,0.00830772076242333
2,2,0.00827298720927768
2,was,0.00818924399168597
2,up,0.00765461467597664
2,for,0.00756257685198556
2,have,0.00753666995852159
2,s80,0.00727627009641323
