topicid,word,count
0,the,0.016977183151112
0,of,0.0146671394569114
0,not,0.0129900136542782
0,and,0.0121469472342233
0,headlight,0.0120957939275283
0,with,0.0113255192953302
0,is,0.00963974060038642
0,or,0.00818910661845231
0,side,0.00797648877789042
0,on,0.0048787820352685
0,a,0.00483009230184047
0,time,0.00343736343591373
0,this,0.00333166288992497
0,assembly,0.0033115992935832
0,out,0.00307357319526381
0,that,0.00302685055874313
0,replaced,0.00293297881248017
0,beam,0.00282130055138345
0,any,0.00274183538323378
0,have,0.00254562744474896
1,signal,0.0358570799499878
1,low,0.00772534151142451
1,too,0.00769035546095694
1,module,0.00710059693747309
1,fault,0.006903775196381
1,high,0.00585988442655275
1,control,0.0054978384229755
1,missing,0.00453304142782841
1,sensor,0.00391873832249791
1,position,0.00380805985866608
1,permanent,0.00358371264777698
1,found,0.0032895816940875
1,communication,0.0031700262687629
1,lamp,0.00315978917147828
1,intermittent,0.00308422727223062
1,or,0.00275647258928962
1,unit,0.00266196087203158
1,throttle,0.00213360393627662
1,indicator,0.00186685161866627
1,active,0.00186372148773993
2,light,0.0509692766562612
2,is,0.0276750793342214
2,on,0.0223609585129838
2,engine,0.0129673185010763
2,check,0.0122463756498898
2,mark,0.0120463112599542
2,bulb,0.00746039804569347
2,abs,0.00574893519508398
2,new,0.0054879208281736
2,the,0.00506623583830445
2,a,0.00482741022835111
2,it,0.00456651400666099
2,back,0.00391352954373951
2,this,0.00362620107606886
2,service,0.00362144211048194
2,no,0.00351827190824292
2,some,0.00342838250193572
2,come,0.00323151190280809
2,rear,0.00289019898049441
2,fog,0.00278861787622587
3,the,0.0845103917718994
3,i,0.0345836643757307
3,to,0.0292972112170513
3,and,0.0201624687714841
3,a,0.0200176266922447
3,it,0.0191755961923453
3,have,0.0146156188608424
3,lights,0.0124380306742785
3,on,0.0118807764140522
3,you,0.0107967361418668
3,in,0.00983916504988301
3,my,0.00927481734340956
3,if,0.00849708875267533
3,but,0.00750802558485928
3,do,0.00673365816519865
3,switch,0.00672014565888575
3,that,0.00669156115113658
3,out,0.00656083894276005
3,off,0.00654985725374716
3,bulb,0.00541273760553006
4,for,0.0172763470154135
4,bulbs,0.0155524671310525
4,are,0.01360887797367
4,they,0.0127849691911506
4,the,0.012703767522288
4,you,0.0111796538798577
4,be,0.00874310201157732
4,that,0.00861778870278106
4,is,0.00726717013067583
4,your,0.00698490405301662
4,them,0.00634087230316672
4,did,0.00631038544666288
4,as,0.00505206769866556
4,there,0.0048049657889497
4,s80,0.00439768492974595
4,to,0.00391267220906871
4,out,0.00369602950724496
4,led,0.00339891262901176
4,get,0.00338376060589459
4,of,0.00335651641954318
