topicid,word,count
0,for,0.011515312439999
0,on,0.00900323878085229
0,a,0.00892431784528501
0,out,0.00671490454324276
0,open,0.00647239548571245
0,the,0.00631101728138865
0,im,0.00547874945471079
0,black,0.00505003532272653
0,some,0.0036156084585336
0,its,0.00357401307047141
0,can,0.00305265938153754
0,side,0.00272695665211687
0,lifting,0.00258230462875326
0,i,0.0025679506224663
0,and,0.00236338498598136
0,below,0.00209343143718386
0,that,0.00206999361071645
0,my,0.0020466408110386
0,trunk,0.0020191656012685
0,pictures,0.00198555473656188
1,the,0.112083838271769
1,to,0.0311933805870401
1,it,0.0293015894319546
1,i,0.0257773391587431
1,and,0.0242201022795734
1,is,0.0208734715304764
1,you,0.0145204663962681
1,of,0.0131962481067736
1,or,0.0128344986062575
1,that,0.00920785746014476
1,in,0.00723102440505676
1,get,0.00706884413977062
1,be,0.00682287826009573
1,from,0.00652597928700429
1,lock,0.00617822701728685
1,car,0.00568172380977966
1,with,0.00530233436638239
1,this,0.00477631599718911
1,also,0.00461623481848533
1,would,0.00460750803056253
2,i,0.00544996972876695
2,my,0.00490792039105663
2,bumper,0.00388054041838741
2,front,0.00371365260881484
2,and,0.0034357926569396
2,on,0.00334414680361867
2,did,0.002937657399685
2,that,0.00270258825580629
2,converter,0.00252320068872105
2,not,0.00247436987741132
2,trunk,0.00226774205311579
2,alternator,0.00182339694638284
2,twc,0.00178578327588065
2,release,0.0017832421388978
2,has,0.00177093910740317
2,to,0.0016440685312882
2,a,0.00161251568385271
2,what,0.00158055162327207
2,should,0.00157342136304451
2,catalytic,0.00157063531604839
3,a,0.0372786889751756
3,have,0.0218145617523946
3,s80,0.0200844338725949
3,in,0.00924018672118208
3,2001,0.00883403274659418
3,you,0.00746988053451924
3,2000,0.00730989449037338
3,could,0.00689167958744649
3,be,0.00608928477207161
3,that,0.00463527526013238
3,your,0.00427053114346053
3,is,0.00395672157489809
3,manual,0.00359401923274959
3,owners,0.00355003661391003
3,there,0.00353952448541213
3,on,0.00347267973871591
3,to,0.00338371700134171
3,2,0.00328843620153567
3,i,0.00321745705893096
3,my,0.00290336010191427
4,door,0.0236356508070509
4,if,0.0124914220150263
4,on,0.0110422798391524
4,any,0.00904816351341656
4,are,0.00657828793316277
4,not,0.00579030196407412
4,the,0.00532654992313935
4,rear,0.00483695721592272
4,with,0.00477793103282757
4,battery,0.00466599253180439
4,but,0.00444642178334885
4,up,0.00358437906645649
4,can,0.00350028426037193
4,and,0.00341107079613871
4,locks,0.00302692218684038
4,work,0.00297983649222165
4,they,0.00291683072266344
4,when,0.00273104173525158
4,off,0.00265997595567911
4,key,0.00244348029309364
